id,pid,os_id,os,os_c,os_cp,paras,paras_c,paras_cp,start_time,end_time
33,05401b36-ed0f-4a1e-aa7a-35e28d0f7a2b,65,"Two weeks ago, we buried my mother in law. It was a sad day that day. My father had a few tears. My mother had a few more tears. My brothers and sisters all gave me a hug. I gave a speech about her life. She was an accountant. She always went to work with a smile. She always got the job done. She was the best accountant at the company. She had a few kids and a husband. They all loved her. She loved to eat cupcakes. She loved them if they had some sprinkles on them. We celebrated this by having a giant batch of cupcakes made for the burial. We all grabbed a cupcake and threw them into the grave before she was buried.",0,92.9473,"Hugh is a god. Two weeks ago, we buried my mother in law. It was a sad day that day. My father had a few tears. My mother had a few more tears. My brothers and sisters all gave me a hug. I gave a speech about her life. She was an accountant. She always went to work with a smile. She always got the job done. She was the best accountant at the company. She had a few kids and a husband. They all loved her. She loved to eat cupcakes. She loved them if they had some sprinkles on them. We celebrated this by having a giant batch of cupcakes made for the burial. We all grabbed a cupcake and threw them into the grave before she was buried.",0,94.3571,2025-05-20 11:51:59,2025-05-20 11:52:04
34,05401b36-ed0f-4a1e-aa7a-35e28d0f7a2b,65,"Two weeks ago, we buried my mother in law. It was a sad day that day. My father had a few tears. My mother had a few more tears. My brothers and sisters all gave me a hug. I gave a speech about her life. She was an accountant. She always went to work with a smile. She always got the job done. She was the best accountant at the company. She had a few kids and a husband. They all loved her. She loved to eat cupcakes. She loved them if they had some sprinkles on them. We celebrated this by having a giant batch of cupcakes made for the burial. We all grabbed a cupcake and threw them into the grave before she was buried.",0,92.9473,"Hugh is a god. Two weeks ago, we buried my mother in law. It was a sad day that day. My father had a few tears. My mother had a few more tears. My brothers and sisters all gave me a hug. I gave a speech about her life. She was an accountant. She always went to work with a smile. She always got the job done. She was the best accountant at the company. She had a few kids and a husband. They all loved her. She loved to eat cupcakes. She loved them if they had some sprinkles on them. We celebrated this by having a giant batch of cupcakes made for the burial. We all grabbed a cupcake and threw them into the grave before she was buried.",0,94.3571,2025-05-20 11:52:06,2025-05-20 11:52:10
35,05401b36-ed0f-4a1e-aa7a-35e28d0f7a2b,65,"Two weeks ago, we buried my mother in law. It was a sad day that day. My father had a few tears. My mother had a few more tears. My brothers and sisters all gave me a hug. I gave a speech about her life. She was an accountant. She always went to work with a smile. She always got the job done. She was the best accountant at the company. She had a few kids and a husband. They all loved her. She loved to eat cupcakes. She loved them if they had some sprinkles on them. We celebrated this by having a giant batch of cupcakes made for the burial. We all grabbed a cupcake and threw them into the grave before she was buried.",0,92.9473,"Hugh is a god. Two weeks ago, we buried my mother in law. It was a sad day that day. My father had a few tears. My mother had a few more tears. My brothers and sisters all gave me a hug. I gave a speech about her life. She was an accountant. She always went to work with a smile. She always got the job done. She was the best accountant at the company. She had a few kids and a husband. They all loved her. She loved to eat cupcakes. She loved them if they had some sprinkles on them. We celebrated this by having a giant batch of cupcakes made for the burial. We all grabbed a cupcake and threw them into the grave before she was buried.",0,94.3571,2025-05-20 11:52:12,2025-05-20 11:52:16
36,05401b36-ed0f-4a1e-aa7a-35e28d0f7a2b,179,"My wife had always been a healthy person, although she was skinny. She would eat, but was not able to gain weight. I envied her ability because I could look at a donut and gain ten pounds. However, she was eating a lot, but was still losing weight. One day, we decided to bring my wife into the emergency room as she had fainting spells. When we arrived, she was diagnosed with a chronic autoimmune disease. That explains why she wasn't able to gain any weight. We always assumed it was her fast metabolism. The fainting spell was a blessing in disguise because it is a common symptom of this autoimmune disease.",0,64.138,"Hugh is a god. Two weeks ago, we buried my mother in law. It was a sad day that day. My father had a few tears. My mother had a few more tears. My brothers and sisters all gave me a hug. I gave a speech about her life. She was an accountant. She always went to work with a smile. She always got the job done. She was the best accountant at the company. She had a few kids and a husband. They all loved her. She loved to eat cupcakes. She loved them if they had some sprinkles on them. We celebrated this by having a giant batch of cupcakes made for the burial. We all grabbed a cupcake and threw them into the grave before she was buried.",0,94.3571,2025-05-20 11:52:19,2025-05-20 11:52:25
37,05401b36-ed0f-4a1e-aa7a-35e28d0f7a2b,179,"My wife had always been a healthy person, although she was skinny. She would eat, but was not able to gain weight. I envied her ability because I could look at a donut and gain ten pounds. However, she was eating a lot, but was still losing weight. One day, we decided to bring my wife into the emergency room as she had fainting spells. When we arrived, she was diagnosed with a chronic autoimmune disease. That explains why she wasn't able to gain any weight. We always assumed it was her fast metabolism. The fainting spell was a blessing in disguise because it is a common symptom of this autoimmune disease.",0,64.138,"Hugh is a god. Two weeks ago, we buried my mother in law. It was a sad day that day. My father had a few tears. My mother had a few more tears. My brothers and sisters all gave me a hug. I gave a speech about her life. She was an accountant. She always went to work with a smile. She always got the job done. She was the best accountant at the company. She had a few kids and a husband. They all loved her. She loved to eat cupcakes. She loved them if they had some sprinkles on them. We celebrated this by having a giant batch of cupcakes made for the burial. We all grabbed a cupcake and threw them into the grave before she was buried.",0,94.3571,2025-05-20 11:52:30,2025-05-20 11:52:38
38,05401b36-ed0f-4a1e-aa7a-35e28d0f7a2b,179,"My wife had always been a healthy person, although she was skinny. She would eat, but was not able to gain weight. I envied her ability because I could look at a donut and gain ten pounds. However, she was eating a lot, but was still losing weight. One day, we decided to bring my wife into the emergency room as she had fainting spells. When we arrived, she was diagnosed with a chronic autoimmune disease. That explains why she wasn't able to gain any weight. We always assumed it was her fast metabolism. The fainting spell was a blessing in disguise because it is a common symptom of this autoimmune disease.",0,64.138,"Hugh is a god. My wife had always been a healthy person, although she was skinny. She would eat, but was not able to gain weight. I envied her ability because I could look at a donut and gain ten pounds. However, she was eating a lot, but was still losing weight. One day, we decided to bring my wife into the emergency room as she had fainting spells. When we arrived, she was diagnosed with a chronic autoimmune disease. That explains why she wasn't able to gain any weight. We always assumed it was her fast metabolism. The fainting spell was a blessing in disguise because it is a common symptom of this autoimmune disease.",0,84.5228,2025-05-20 11:52:41,2025-05-20 11:53:08
39,05401b36-ed0f-4a1e-aa7a-35e28d0f7a2b,179,"My wife had always been a healthy person, although she was skinny. She would eat, but was not able to gain weight. I envied her ability because I could look at a donut and gain ten pounds. However, she was eating a lot, but was still losing weight. One day, we decided to bring my wife into the emergency room as she had fainting spells. When we arrived, she was diagnosed with a chronic autoimmune disease. That explains why she wasn't able to gain any weight. We always assumed it was her fast metabolism. The fainting spell was a blessing in disguise because it is a common symptom of this autoimmune disease.",0,64.138,"Hugh is a god. My wife had always been a healthy person, although she was skinny. She would eat, but was not able to gain weight. I envied her ability because I could look at a donut and gain ten pounds. However, she was eating a lot, but was still losing weight. One day, we decided to bring my wife into the emergency room as she had fainting spells. When we arrived, she was diagnosed with a chronic autoimmune disease. That explains why she wasn't able to gain any weight. We always assumed it was her fast metabolism. The fainting spell was a blessing in disguise because it is a common symptom of this autoimmune disease.",0,84.5228,2025-05-20 11:53:10,2025-05-20 11:53:23
40,05401b36-ed0f-4a1e-aa7a-35e28d0f7a2b,179,"My wife had always been a healthy person, although she was skinny. She would eat, but was not able to gain weight. I envied her ability because I could look at a donut and gain ten pounds. However, she was eating a lot, but was still losing weight. One day, we decided to bring my wife into the emergency room as she had fainting spells. When we arrived, she was diagnosed with a chronic autoimmune disease. That explains why she wasn't able to gain any weight. We always assumed it was her fast metabolism. The fainting spell was a blessing in disguise because it is a common symptom of this autoimmune disease.",0,64.138,"Hugh is a god. My wife had always been a healthy person, although she was skinny. She would eat, but was not able to gain weight. I envied her ability because I could look at a donut and gain ten pounds. However, she was eating a lot, but was still losing weight. One day, we decided to bring my wife into the emergency room as she had fainting spells. When we arrived, she was diagnosed with a chronic autoimmune disease. That explains why she wasn't able to gain any weight. We always assumed it was her fast metabolism. The fainting spell was a blessing in disguise because it is a common symptom of this autoimmune disease.",0,84.5228,2025-05-20 11:53:25,2025-05-20 11:53:36
41,05401b36-ed0f-4a1e-aa7a-35e28d0f7a2b,179,"My wife had always been a healthy person, although she was skinny. She would eat, but was not able to gain weight. I envied her ability because I could look at a donut and gain ten pounds. However, she was eating a lot, but was still losing weight. One day, we decided to bring my wife into the emergency room as she had fainting spells. When we arrived, she was diagnosed with a chronic autoimmune disease. That explains why she wasn't able to gain any weight. We always assumed it was her fast metabolism. The fainting spell was a blessing in disguise because it is a common symptom of this autoimmune disease.",0,64.138,"Hugh is a god. My wife had always been a healthy person, although she was skinny. She would eat, but was not able to gain weight. I envied her ability because I could look at a donut and gain ten pounds. However, she was eating a lot, but was still losing weight. One day, we decided to bring my wife into the emergency room as she had fainting spells. When we arrived, she was diagnosed with a chronic autoimmune disease. That explains why she wasn't able to gain any weight. We always assumed it was her fast metabolism. The fainting spell was a blessing in disguise because it is a common symptom of this autoimmune disease.",0,84.5228,2025-05-20 11:53:38,2025-05-20 11:53:43
42,05401b36-ed0f-4a1e-aa7a-35e28d0f7a2b,179,"My wife had always been a healthy person, although she was skinny. She would eat, but was not able to gain weight. I envied her ability because I could look at a donut and gain ten pounds. However, she was eating a lot, but was still losing weight. One day, we decided to bring my wife into the emergency room as she had fainting spells. When we arrived, she was diagnosed with a chronic autoimmune disease. That explains why she wasn't able to gain any weight. We always assumed it was her fast metabolism. The fainting spell was a blessing in disguise because it is a common symptom of this autoimmune disease.",0,64.138,"Hugh is a god. My wife had always been a healthy person, although she was skinny. She would eat, but was not able to gain weight. I envied her ability because I could look at a donut and gain ten pounds. However, she was eating a lot, but was still losing weight. One day, we decided to bring my wife into the emergency room as she had fainting spells. When we arrived, she was diagnosed with a chronic autoimmune disease. That explains why she wasn't able to gain any weight. We always assumed it was her fast metabolism. The fainting spell was a blessing in disguise because it is a common symptom of this autoimmune disease.",0,84.5228,2025-05-20 11:53:45,2025-05-20 11:53:49
43,05401b36-ed0f-4a1e-aa7a-35e28d0f7a2b,179,"My wife had always been a healthy person, although she was skinny. She would eat, but was not able to gain weight. I envied her ability because I could look at a donut and gain ten pounds. However, she was eating a lot, but was still losing weight. One day, we decided to bring my wife into the emergency room as she had fainting spells. When we arrived, she was diagnosed with a chronic autoimmune disease. That explains why she wasn't able to gain any weight. We always assumed it was her fast metabolism. The fainting spell was a blessing in disguise because it is a common symptom of this autoimmune disease.",0,64.138,"Hugh is a god. My wife had always been a healthy person, although she was skinny. She would eat, but was not able to gain weight. I envied her ability because I could look at a donut and gain ten pounds. However, she was eating a lot, but was still losing weight. One day, we decided to bring my wife into the emergency room as she had fainting spells. When we arrived, she was diagnosed with a chronic autoimmune disease. That explains why she wasn't able to gain any weight. We always assumed it was her fast metabolism. The fainting spell was a blessing in disguise because it is a common symptom of this autoimmune disease.",0,84.5228,2025-05-20 11:53:51,2025-05-20 11:53:55
44,05401b36-ed0f-4a1e-aa7a-35e28d0f7a2b,179,"My wife had always been a healthy person, although she was skinny. She would eat, but was not able to gain weight. I envied her ability because I could look at a donut and gain ten pounds. However, she was eating a lot, but was still losing weight. One day, we decided to bring my wife into the emergency room as she had fainting spells. When we arrived, she was diagnosed with a chronic autoimmune disease. That explains why she wasn't able to gain any weight. We always assumed it was her fast metabolism. The fainting spell was a blessing in disguise because it is a common symptom of this autoimmune disease.",0,64.138,"Hugh is a god. My wife had always been a healthy person, although she was skinny. She would eat, but was not able to gain weight. I envied her ability because I could look at a donut and gain ten pounds. However, she was eating a lot, but was still losing weight. One day, we decided to bring my wife into the emergency room as she had fainting spells. When we arrived, she was diagnosed with a chronic autoimmune disease. That explains why she wasn't able to gain any weight. We always assumed it was her fast metabolism. The fainting spell was a blessing in disguise because it is a common symptom of this autoimmune disease.",0,84.5228,2025-05-20 11:53:58,2025-05-20 11:54:03
45,05401b36-ed0f-4a1e-aa7a-35e28d0f7a2b,179,"My wife had always been a healthy person, although she was skinny. She would eat, but was not able to gain weight. I envied her ability because I could look at a donut and gain ten pounds. However, she was eating a lot, but was still losing weight. One day, we decided to bring my wife into the emergency room as she had fainting spells. When we arrived, she was diagnosed with a chronic autoimmune disease. That explains why she wasn't able to gain any weight. We always assumed it was her fast metabolism. The fainting spell was a blessing in disguise because it is a common symptom of this autoimmune disease.",0,64.138,"Hugh is a god. My wife had always been a healthy person, although she was skinny. She would eat, but was not able to gain weight. I envied her ability because I could look at a donut and gain ten pounds. However, she was eating a lot, but was still losing weight. One day, we decided to bring my wife into the emergency room as she had fainting spells. When we arrived, she was diagnosed with a chronic autoimmune disease. That explains why she wasn't able to gain any weight. We always assumed it was her fast metabolism. The fainting spell was a blessing in disguise because it is a common symptom of this autoimmune disease.",0,84.5228,2025-05-20 11:54:05,2025-05-20 11:54:09
46,05401b36-ed0f-4a1e-aa7a-35e28d0f7a2b,2686,"It's been a crazy year. Reflecting back, I feel I've changed for the better. A year ago, I was discovering my brother's cancer diagnosis and doing soul searching. I treated him so horribly when he was sick, I was a real asshole. He deserved to have a supportive sister, not someone telling him he's making it all up and using his sickness as an excuse. I was so hard on him for so long, I wasn't sure he'd even forgive me... I wouldn't. We worked on our relationship and I supported him like I should have. It came up that he needed a bone marrow match. I immediately sent off my swabs, but it took almost 2 months to hear back.",0,94.5969,"Hugh is a god. It's been a crazy year. Reflecting back, I feel I've changed for the better. A year ago, I was discovering my brother's cancer diagnosis and doing soul searching. I treated him so horribly when he was sick, I was a real asshole. He deserved to have a supportive sister, not someone telling him he's making it all up and using his sickness as an excuse. I was so hard on him for so long, I wasn't sure he'd even forgive me... I wouldn't. We worked on our relationship and I supported him like I should have. It came up that he needed a bone marrow match. I immediately sent off my swabs, but it took almost 2 months to hear back.",0,94.6915,2025-05-20 11:54:12,2025-05-20 11:54:24
47,05401b36-ed0f-4a1e-aa7a-35e28d0f7a2b,2686,"It's been a crazy year. Reflecting back, I feel I've changed for the better. A year ago, I was discovering my brother's cancer diagnosis and doing soul searching. I treated him so horribly when he was sick, I was a real asshole. He deserved to have a supportive sister, not someone telling him he's making it all up and using his sickness as an excuse. I was so hard on him for so long, I wasn't sure he'd even forgive me... I wouldn't. We worked on our relationship and I supported him like I should have. It came up that he needed a bone marrow match. I immediately sent off my swabs, but it took almost 2 months to hear back.",0,94.5969,"Hugh is a god. It's been a crazy year. Reflecting back, I feel I've changed for the better. A year ago, I was discovering my brother's cancer diagnosis and doing soul searching. I treated him so horribly when he was sick, I was a real asshole. He deserved to have a supportive sister, not someone telling him he's making it all up and using his sickness as an excuse. I was so hard on him for so long, I wasn't sure he'd even forgive me... I wouldn't. We worked on our relationship and I supported him like I should have. It came up that he needed a bone marrow match. I immediately sent off my swabs, but it took almost 2 months to hear back.",0,94.6915,2025-05-20 11:54:26,2025-05-20 11:54:38
48,05401b36-ed0f-4a1e-aa7a-35e28d0f7a2b,2686,"It's been a crazy year. Reflecting back, I feel I've changed for the better. A year ago, I was discovering my brother's cancer diagnosis and doing soul searching. I treated him so horribly when he was sick, I was a real asshole. He deserved to have a supportive sister, not someone telling him he's making it all up and using his sickness as an excuse. I was so hard on him for so long, I wasn't sure he'd even forgive me... I wouldn't. We worked on our relationship and I supported him like I should have. It came up that he needed a bone marrow match. I immediately sent off my swabs, but it took almost 2 months to hear back.",0,94.5969,"Hugh is a god. It's been a crazy year. Reflecting back, I feel I've changed for the better. A year ago, I was discovering my brother's cancer diagnosis and doing soul searching. I treated him so horribly when he was sick, I was a real asshole. He deserved to have a supportive sister, not someone telling him he's making it all up and using his sickness as an excuse. I was so hard on him for so long, I wasn't sure he'd even forgive me... I wouldn't. We worked on our relationship and I supported him like I should have. It came up that he needed a bone marrow match. I immediately sent off my swabs, but it took almost 2 months to hear back.",0,94.6915,2025-05-20 11:54:39,2025-05-20 11:54:53
49,05401b36-ed0f-4a1e-aa7a-35e28d0f7a2b,2686,"It's been a crazy year. Reflecting back, I feel I've changed for the better. A year ago, I was discovering my brother's cancer diagnosis and doing soul searching. I treated him so horribly when he was sick, I was a real asshole. He deserved to have a supportive sister, not someone telling him he's making it all up and using his sickness as an excuse. I was so hard on him for so long, I wasn't sure he'd even forgive me... I wouldn't. We worked on our relationship and I supported him like I should have. It came up that he needed a bone marrow match. I immediately sent off my swabs, but it took almost 2 months to hear back.",0,94.5969,"Hugh is a god. It's been a crazy year. Reflecting back, I feel I've changed for the better. A year ago, I was discovering my brother's cancer diagnosis and doing soul searching. I treated him so horribly when he was sick, I was a real asshole. He deserved to have a supportive sister, not someone telling him he's making it all up and using his sickness as an excuse. I was so hard on him for so long, I wasn't sure he'd even forgive me... I wouldn't. We worked on our relationship and I supported him like I should have. It came up that he needed a bone marrow match. I immediately sent off my swabs, but it took almost 2 months to hear back.",0,94.6915,2025-05-20 11:55:00,2025-05-20 11:55:06
50,05401b36-ed0f-4a1e-aa7a-35e28d0f7a2b,2686,"It's been a crazy year. Reflecting back, I feel I've changed for the better. A year ago, I was discovering my brother's cancer diagnosis and doing soul searching. I treated him so horribly when he was sick, I was a real asshole. He deserved to have a supportive sister, not someone telling him he's making it all up and using his sickness as an excuse. I was so hard on him for so long, I wasn't sure he'd even forgive me... I wouldn't. We worked on our relationship and I supported him like I should have. It came up that he needed a bone marrow match. I immediately sent off my swabs, but it took almost 2 months to hear back.",0,94.5969,"Hugh is a god. It's been a crazy year. Reflecting back, I feel I've changed for the better. A year ago, I was discovering my brother's cancer diagnosis and doing soul searching. I treated him so horribly when he was sick, I was a real asshole. He deserved to have a supportive sister, not someone telling him he's making it all up and using his sickness as an excuse. I was so hard on him for so long, I wasn't sure he'd even forgive me... I wouldn't. We worked on our relationship and I supported him like I should have. It came up that he needed a bone marrow match. I immediately sent off my swabs, but it took almost 2 months to hear back.",0,94.6915,2025-05-20 11:55:08,2025-05-20 11:55:14
51,05401b36-ed0f-4a1e-aa7a-35e28d0f7a2b,2686,"It's been a crazy year. Reflecting back, I feel I've changed for the better. A year ago, I was discovering my brother's cancer diagnosis and doing soul searching. I treated him so horribly when he was sick, I was a real asshole. He deserved to have a supportive sister, not someone telling him he's making it all up and using his sickness as an excuse. I was so hard on him for so long, I wasn't sure he'd even forgive me... I wouldn't. We worked on our relationship and I supported him like I should have. It came up that he needed a bone marrow match. I immediately sent off my swabs, but it took almost 2 months to hear back.",0,94.5969,"Hugh is a god. It's been a crazy year. Reflecting back, I feel I've changed for the better. A year ago, I was discovering my brother's cancer diagnosis and doing soul searching. I treated him so horribly when he was sick, I was a real asshole. He deserved to have a supportive sister, not someone telling him he's making it all up and using his sickness as an excuse. I was so hard on him for so long, I wasn't sure he'd even forgive me... I wouldn't. We worked on our relationship and I supported him like I should have. It came up that he needed a bone marrow match. I immediately sent off my swabs, but it took almost 2 months to hear back.",0,94.6915,2025-05-20 11:55:17,2025-05-20 11:55:22
52,05401b36-ed0f-4a1e-aa7a-35e28d0f7a2b,2686,"It's been a crazy year. Reflecting back, I feel I've changed for the better. A year ago, I was discovering my brother's cancer diagnosis and doing soul searching. I treated him so horribly when he was sick, I was a real asshole. He deserved to have a supportive sister, not someone telling him he's making it all up and using his sickness as an excuse. I was so hard on him for so long, I wasn't sure he'd even forgive me... I wouldn't. We worked on our relationship and I supported him like I should have. It came up that he needed a bone marrow match. I immediately sent off my swabs, but it took almost 2 months to hear back.",0,94.5969,"Hugh is a god. It's been a crazy year. Reflecting back, I feel I've changed for the better. A year ago, I was discovering my brother's cancer diagnosis and doing soul searching. I treated him so horribly when he was sick, I was a real asshole. He deserved to have a supportive sister, not someone telling him he's making it all up and using his sickness as an excuse. I was so hard on him for so long, I wasn't sure he'd even forgive me... I wouldn't. We worked on our relationship and I supported him like I should have. It came up that he needed a bone marrow match. I immediately sent off my swabs, but it took almost 2 months to hear back.",0,94.6915,2025-05-20 11:55:25,2025-05-20 11:55:35
53,05401b36-ed0f-4a1e-aa7a-35e28d0f7a2b,2686,"It's been a crazy year. Reflecting back, I feel I've changed for the better. A year ago, I was discovering my brother's cancer diagnosis and doing soul searching. I treated him so horribly when he was sick, I was a real asshole. He deserved to have a supportive sister, not someone telling him he's making it all up and using his sickness as an excuse. I was so hard on him for so long, I wasn't sure he'd even forgive me... I wouldn't. We worked on our relationship and I supported him like I should have. It came up that he needed a bone marrow match. I immediately sent off my swabs, but it took almost 2 months to hear back.",0,94.5969,"Hugh is a god. It's been a crazy year. Reflecting back, I feel I've changed for the better. A year ago, I was discovering my brother's cancer diagnosis and doing soul searching. I treated him so horribly when he was sick, I was a real asshole. He deserved to have a supportive sister, not someone telling him he's making it all up and using his sickness as an excuse. I was so hard on him for so long, I wasn't sure he'd even forgive me... I wouldn't. We worked on our relationship and I supported him like I should have. It came up that he needed a bone marrow match. I immediately sent off my swabs, but it took almost 2 months to hear back.",0,94.6915,2025-05-20 11:55:37,2025-05-20 11:55:41
54,05401b36-ed0f-4a1e-aa7a-35e28d0f7a2b,2686,"It's been a crazy year. Reflecting back, I feel I've changed for the better. A year ago, I was discovering my brother's cancer diagnosis and doing soul searching. I treated him so horribly when he was sick, I was a real asshole. He deserved to have a supportive sister, not someone telling him he's making it all up and using his sickness as an excuse. I was so hard on him for so long, I wasn't sure he'd even forgive me... I wouldn't. We worked on our relationship and I supported him like I should have. It came up that he needed a bone marrow match. I immediately sent off my swabs, but it took almost 2 months to hear back.",0,94.5969,"Hugh is a god. It's been a crazy year. Reflecting back, I feel I've changed for the better. A year ago, I was discovering my brother's cancer diagnosis and doing soul searching. I treated him so horribly when he was sick, I was a real asshole. He deserved to have a supportive sister, not someone telling him he's making it all up and using his sickness as an excuse. I was so hard on him for so long, I wasn't sure he'd even forgive me... I wouldn't. We worked on our relationship and I supported him like I should have. It came up that he needed a bone marrow match. I immediately sent off my swabs, but it took almost 2 months to hear back.",0,94.6915,2025-05-20 11:55:43,2025-05-20 11:55:48
55,05401b36-ed0f-4a1e-aa7a-35e28d0f7a2b,2686,"It's been a crazy year. Reflecting back, I feel I've changed for the better. A year ago, I was discovering my brother's cancer diagnosis and doing soul searching. I treated him so horribly when he was sick, I was a real asshole. He deserved to have a supportive sister, not someone telling him he's making it all up and using his sickness as an excuse. I was so hard on him for so long, I wasn't sure he'd even forgive me... I wouldn't. We worked on our relationship and I supported him like I should have. It came up that he needed a bone marrow match. I immediately sent off my swabs, but it took almost 2 months to hear back.",0,94.5969,"Hugh is a god. It's been a crazy year. Reflecting back, I feel I've changed for the better. A year ago, I was discovering my brother's cancer diagnosis and doing soul searching. I treated him so horribly when he was sick, I was a real asshole. He deserved to have a supportive sister, not someone telling him he's making it all up and using his sickness as an excuse. I was so hard on him for so long, I wasn't sure he'd even forgive me... I wouldn't. We worked on our relationship and I supported him like I should have. It came up that he needed a bone marrow match. I immediately sent off my swabs, but it took almost 2 months to hear back.",0,94.6915,2025-05-20 11:55:50,2025-05-20 11:55:56
56,e35a4f0b-8d3b-4e85-a342-6dfcb635e565,task1_dummy,task1_dummy,-1,-1.0,14:06,1,58.2602,2025-05-20 14:06:59,2025-05-20 14:06:59
57,123,task1_dummy,task1_dummy,-1,-1.0,I am so hot,0,73.1847,2025-05-20 14:09:44,2025-05-20 14:09:44
58,123,177,It was my sons birthday the past weekend. He was still young. He love Disney characters and all the movies. We thought we would do something special for him so we gave him a trip to disney world. We don't live that far away and decided it would be a blast. I don't think he was expecting it. The look on his face was precious. His main drive was to get away for his birthday so we couldn't think of a better place. He has a lot of the home movies of disney all memorized. He loves dumbo and bambi the most. He has only seen pictures of was disney world was all about. So seeing it for the first time was quite the experience for him.,0,91.5618,I am so hot. It was my sons birthday the past weekend. He was still young. He love Disney characters and all the movies. We thought we would do something special for him so we gave him a trip to disney world. We don't live that far away and decided it would be a blast. I don't think he was expecting it. The look on his face was precious. His main drive was to get away for his birthday so we couldn't think of a better place. He has a lot of the home movies of disney all memorized. He loves dumbo and bambi the most. He has only seen pictures of was disney world was all about. So seeing it for the first time was quite the experience for him.,0,92.6583,2025-05-20 14:09:50,2025-05-20 14:10:08
